# Be at 1 bar, Liquid
# Atomic Number: 4
# Atomic Mass: 9.0121831
# Source: nist.gov
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
1560.0			7.1153			333.9368		59.16			32.22
1600.0			7.2031			345.8557		59.89			33.37
1700.0			7.4148			375.9121		61.65			36.27
1800.0			7.6156			406.1758		63.32			39.19
1900.0			7.8069			436.6467		64.91			42.13
2000.0			7.9897			467.3250		66.43			45.09
2100.0			8.1641			498.3141		67.88			48.08
2200.0			8.3325			529.4069		69.28			51.08
2300.0			8.4948			560.8107		70.63			54.11
2400.0			8.6512			592.4217		71.93			57.16
2500.0			8.8015			624.2400		73.18			60.23
2600.0			8.9471			656.2656		74.39			63.32
2700.0			9.0890			688.4985		75.57			66.43
