# Fe at 1 bar, Liquid
# Atomic Number: 26
# Atomic Mass: 55.845
# Source: nist.gov
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
1809.0			12.0056			622.4781		99.82			60.06
1900.0			12.2798			665.9044		102.1			64.25
2000.0			12.5564			713.5800		104.4			68.85
2100.0			12.8331			761.2557		106.7			73.45
2200.0			13.0856			808.9313		108.8			78.05
2300.0			13.3382			856.6070		110.9			82.65
2400.0			13.5667			904.3862		112.8			87.26
2500.0			13.7952			952.0619		114.7			91.86
2600.0			14.0117			999.7375		116.5			96.46
2700.0			14.2282			1047.8277		118.3			101.1
2800.0			14.4207			1095.5034		119.9			105.7
2900.0			14.6131			1143.1790		121.5			110.3
3000.0			14.8055			1190.8547		123.1			114.9
3100.0			14.9859			1238.5303		124.6			119.5
