# Ni at 1 bar, Solid
# Atomic Number: 28
# Atomic Mass: 58.6934
# Source: nist.gov
# Data last reviewed in December, 1976
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
298.0			3.5901			-0.1036			29.85			-0.01
300.0			3.6118			0.5182			30.03			0.05
400.0			4.5535			28.8127			37.86			2.78
500.0			5.3497			59.4909			44.48			5.74
600.0			6.0665			93.4857			50.44			9.02
600.0			6.0365			91.8274			50.19			8.86
700.0			6.7328			130.6935		55.98			12.61
700.0			6.6835			127.8951		55.57			12.34
800.0			7.1803			159.9207		59.7			15.43
900.0			7.6229			192.3609		63.38			18.56
1000.0			8.0270			225.4229		66.74			21.75
1100.0			8.3998			259.1068		69.84			25.0
1200.0			8.7486			293.7234		72.74			28.34
1300.0			9.0770			329.0656		75.47			31.75
1400.0			9.3885			365.2369		78.06			35.24
1500.0			9.6867			402.4446		80.54			38.83
1600.0			9.9718			440.5851		82.91			42.51
1700.0			10.2472			479.6584		85.2			46.28
