# Al at 1 bar, Liquid
# Atomic Number: 13
# Atomic Mass: 26.9815385
# Source: nist.gov
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
933.0			8.5646			187.9042		71.21			18.13
1000.0			8.8280			209.7728		73.4			20.24
1100.0			9.1924			242.7312		76.43			23.42
1200.0			9.5244			275.5860		79.19			26.59
1300.0			9.8299			308.5443		81.73			29.77
1400.0			10.1125			341.3991		84.08			32.94
1500.0			10.3759			374.3575		86.27			36.12
1600.0			10.6225			407.2122		88.32			39.29
1700.0			10.8546			440.1706		90.25			42.47
1800.0			11.0723			473.0253		92.06			45.64
1900.0			11.2791			505.9837		93.78			48.82
2000.0			11.4752			538.8384		95.41			51.99
2100.0			11.6616			571.7968		96.96			55.17
2200.0			11.8384			604.6515		98.43			58.34
2300.0			12.0092			637.6099		99.85			61.52
2400.0			12.1716			670.4647		101.2			64.69
2500.0			12.3279			703.4230		102.5			67.87
2600.0			12.4722			736.3814		103.7			71.05
2700.0			12.6166			769.2362		104.9			74.22
