# Ti at 1 bar, Liquid
# Atomic Number: 22
# Atomic Mass: 47.867
# Source: nist.gov
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
1939.0			11.7241			579.2591		97.48			55.89
2000.0			11.8997			609.1082		98.94			58.77
2100.0			12.1716			658.0275		101.2			63.49
2200.0			12.4362			707.0505		103.4			68.22
2300.0			12.6887			755.9699		105.5			72.94
2400.0			12.9413			804.8892		107.6			77.66
2500.0			13.1698			853.9122		109.5			82.39
2600.0			13.3863			902.8316		111.3			87.11
2700.0			13.6028			951.7510		113.1			91.83
2800.0			13.8073			1000.7740		114.8			96.56
2900.0			14.0117			1049.9006		116.5			101.3
3000.0			14.2042			1098.6127		118.1			106.0
3100.0			14.3846			1147.3247		119.6			110.7
3200.0			14.5650			1197.0732		121.1			115.5
3300.0			14.7454			1245.7853		122.6			120.2
3400.0			14.9138			1294.4974		124.0			124.9
3500.0			15.0822			1343.2095		125.4			129.6
3600.0			15.2385			1391.9215		126.7			134.3
