# Co at 1 bar, Solid
# Atomic Number: 27
# Atomic Mass: 58.933194
# Source: nist.gov
# Data last reviewed in September, 1967
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
298.0			3.6154			-0.0000			30.06			-0.0
300.0			3.6346			0.5182			30.22			0.05
400.0			4.5222			27.0507			37.6			2.61
500.0			5.2559			55.4488			43.7			5.35
600.0			5.8897			85.5052			48.97			8.25
700.0			6.4526			116.9090		53.65			11.28
700.0			6.5260			121.2620		54.26			11.7
800.0			7.0323			153.9094		58.47			14.85
900.0			7.5062			188.6297		62.41			18.2
1000.0			7.9584			225.7338		66.17			21.78
1100.0			8.3974			265.4290		69.82			25.61
1200.0			8.8316			308.3370		73.43			29.75
1300.0			9.2718			355.9090		77.09			34.34
1394.0			9.7144			407.2122		80.77			39.29
1400.0			9.7372			409.9069		80.96			39.55
1500.0			10.0812			452.9186		83.82			43.7
1600.0			10.3831			493.2356		86.33			47.59
1700.0			10.6609			532.7235		88.64			51.4
