# B at 1 bar, Liquid
# Atomic Number: 5
# Atomic Mass: 10.81
# Source: nist.gov
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
2350.0			8.9098			555.8358		74.08			53.63
2400.0			8.9892			572.3150		74.74			55.22
2500.0			9.1455			605.1698		76.04			58.39
2600.0			9.2946			638.1281		77.28			61.57
2700.0			9.4390			670.9829		78.48			64.74
2800.0			9.5785			703.9413		79.64			67.92
2900.0			9.7120			736.7960		80.75			71.09
3000.0			9.8419			769.7544		81.83			74.27
3100.0			9.9670			802.6091		82.87			77.44
3200.0			10.0884			835.5675		83.88			80.62
3300.0			10.2051			868.4222		84.85			83.79
3400.0			10.3194			901.3806		85.8			86.97
3500.0			10.4300			934.2353		86.72			90.14
3600.0			10.5383			967.1937		87.62			93.32
3700.0			10.6429			1000.0485		88.49			96.49
3800.0			10.7439			1033.0068		89.33			99.67
3900.0			10.8438			1065.4470		90.16			102.8
4000.0			10.9400			1098.6127		90.96			106.0
4100.0			11.0350			1131.7783		91.75			109.2
