# Cu at 1 bar, Liquid
# Atomic Number: 29
# Atomic Mass: 63.546
# Source: nist.gov
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
1358.0			10.0993			320.6705		83.97			30.94
1400.0			10.2195			334.9732		84.97			32.32
1500.0			10.4926			368.9680		87.24			35.6
1600.0			10.7475			403.0665		89.36			38.89
1700.0			10.9869			437.0613		91.35			42.17
1800.0			11.2130			471.1597		93.23			45.46
1900.0			11.4259			505.1545		95.0			48.74
2000.0			11.6291			539.2530		96.69			52.03
2100.0			11.8216			573.2478		98.29			55.31
2200.0			12.0056			607.3463		99.82			58.6
2300.0			12.1836			641.3411		101.3			61.88
2400.0			12.3520			675.3359		102.7			65.16
2500.0			12.5083			709.4343		104.0			68.45
2600.0			12.6647			743.4291		105.3			71.73
2700.0			12.8090			777.5276		106.5			75.02
2800.0			12.9533			811.5224		107.7			78.3
