# V at 1 bar, Solid
# Atomic Number: 23
# Atomic Mass: 50.9415
# Source: nist.gov
# Data last reviewed in June, 1973
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
298.0			3.4783			-0.1036			28.92			-0.01
300.0			3.4987			0.4146			29.09			0.04
400.0			4.3839			26.9471			36.45			2.6
500.0			5.0959			54.5161			42.37			5.26
600.0			5.6925			82.7069			47.33			7.98
700.0			6.2085			111.5196		51.62			10.76
800.0			6.6655			141.0577		55.42			13.61
900.0			7.0768			171.2177		58.84			16.52
1000.0			7.4545			202.1033		61.98			19.5
1100.0			7.8045			233.7143		64.89			22.55
1200.0			8.1316			266.1545		67.61			25.68
1300.0			8.4419			299.5274		70.19			28.9
1400.0			8.7366			333.8332		72.64			32.21
1500.0			9.0204			369.1753		75.0			35.62
1600.0			9.2934			405.7612		77.27			39.15
1700.0			9.5592			443.3835		79.48			42.78
1800.0			9.8178			482.4568		81.63			46.55
1900.0			10.0704			522.8774		83.73			50.45
2000.0			10.3194			564.6455		85.8			54.48
2100.0			10.5659			608.1754		87.85			58.68
