# Ga at 1 bar, Liquid
# Atomic Number: 31
# Atomic Mass: 69.723
# Source: nist.gov
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
303.0			7.1815			1.4510			59.71			0.14
400.0			8.1112			29.4345			67.44			2.84
500.0			8.8364			57.4181			73.47			5.54
600.0			9.4221			85.0907			78.34			8.21
700.0			9.9153			112.6596		82.44			10.87
800.0			10.3410			140.1249		85.98			13.52
900.0			10.7163			167.5903		89.1			16.17
1000.0			11.0530			195.0556		91.9			18.82
1100.0			11.3573			222.6245		94.43			21.48
1200.0			11.6351			250.0898		96.74			24.13
1300.0			11.8901			277.6588		98.86			26.79
1400.0			12.1235			305.2278		100.8			29.45
1500.0			12.3520			332.7967		102.7			32.11
1600.0			12.5564			360.3657		104.4			34.77
1700.0			12.7489			387.9346		106.0			37.43
1800.0			12.9293			415.5036		107.5			40.09
1900.0			13.1097			443.0726		109.0			42.75
2000.0			13.2660			470.6415		110.3			45.41
2100.0			13.4224			498.2105		111.6			48.07
2200.0			13.5787			525.6758		112.9			50.72
2300.0			13.7110			553.2448		114.0			53.38
2400.0			13.8554			580.7101		115.2			56.03
