# Cr at 1 bar, Solid
# Atomic Number: 24
# Atomic Mass: 51.9961
# Source: nist.gov
# Data last reviewed in June, 1973
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
298.0			2.8396			-0.0000			23.61			-0.0
300.0			2.8577			0.4146			23.76			0.04
400.0			3.6996			25.7034			30.76			2.48
500.0			4.3960			52.6505			36.55			5.08
600.0			4.9925			80.8413			41.51			7.8
600.0			4.9949			80.9450			41.53			7.81
700.0			5.5157			110.0686		45.86			10.62
800.0			5.9775			139.9177		49.7			13.5
900.0			6.4009			170.9068		53.22			16.49
1000.0			6.7966			203.2433		56.51			19.61
1100.0			7.1718			237.1345		59.63			22.88
1200.0			7.5315			272.8912		62.62			26.33
1300.0			7.8802			310.4099		65.52			29.95
1400.0			8.2206			350.0014		68.35			33.77
1500.0			8.5538			391.5621		71.12			37.78
1600.0			8.8809			435.2994		73.84			42.0
1700.0			9.2044			481.2131		76.53			46.43
1800.0			9.5244			529.4069		79.19			51.08
1900.0			9.8407			579.9846		81.82			55.96
2000.0			10.1558			632.8424		84.44			61.06
2100.0			10.4685			688.1876		87.04			66.4
