# Hf at 1 bar, Solid
# Atomic Number: 72
# Atomic Mass: 178.49
# Source: nist.gov
# «beta» phase; Data last reviewed in March, 1979
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
298.0			7.3486			0.2073			61.1			0.02
300.0			7.3631			0.5182			61.22			0.05
400.0			7.9933			19.3812			66.46			1.87
500.0			8.5069			39.2806			70.73			3.79
600.0			8.9459			60.1128			74.38			5.8
700.0			9.3355			81.7741			77.62			7.89
800.0			9.6867			104.5755		80.54			10.09
900.0			10.0103			128.2060		83.23			12.37
1000.0			10.3122			152.8730		85.74			14.75
1100.0			10.5948			178.4727		88.09			17.22
1200.0			10.8630			205.0053		90.32			19.78
1300.0			11.1180			232.4706		92.44			22.43
1400.0			11.3633			260.9723		94.48			25.18
1500.0			11.5979			290.4069		96.43			28.02
1600.0			11.8252			320.7742		98.32			30.95
1700.0			12.0513			352.0743		100.2			33.97
1800.0			12.2558			384.3072		101.9			37.08
1900.0			12.4722			417.5765		103.7			40.29
2000.0			12.6767			451.7786		105.4			43.59
2100.0			12.8691			486.9134		107.0			46.98
2200.0			13.0616			523.0847		108.6			50.47
2300.0			13.2540			560.1888		110.2			54.05
2400.0			13.4464			598.1221		111.8			57.71
2500.0			13.6269			637.1954		113.3			61.48
