# Mn at 1 bar, Solid
# Atomic Number: 25
# Atomic Mass: 54.938044
# Source: nist.gov
# Data last reviewed in September, 1967
# Unit Conversion Factors: 1 J/mol*K = 0.1203 kB/atom   |   1 kJ/mol = 1/10.3644 meV/atom
# Temperature (K)	Entropy (kB/atom)	Enthalpy (meV/atom)	Entropy (J/mol*K)	Enthalpy(kJ/mol)
298.0			3.8475			-0.1036			31.99			-0.01
300.0			3.8692			0.5182			32.17			0.05
400.0			4.8217			29.1236			40.09			2.81
500.0			5.6143			59.6982			46.68			5.76
600.0			6.2975			92.0347			52.36			8.88
700.0			6.9036			125.9259		57.4			12.15
800.0			7.4521			161.3717		61.96			15.57
900.0			7.9560			198.2685		66.15			19.13
980.0			8.6079			251.9554		71.57			24.31
1000.0			8.6993			259.8323		72.33			25.07
1100.0			9.1335			299.1128		75.94			28.86
1200.0			9.5352			338.8080		79.28			32.69
1300.0			9.9080			378.9177		82.38			36.56
1361.0			10.3109			425.6606		85.73			41.07
1400.0			10.4577			443.1762		86.95			42.76
1412.0			10.6621			467.9468		88.65			45.15
1500.0			10.9941			509.6112		91.41			49.17
